id,name,email,preco,projetos,avaliacoes
452,Asia,Asia.155@yopmail.com,214.29,155,3.34
453,Tressa,Tressa.77@yopmail.com,937.33,77,2.2
454,Mara,Mara.15@yopmail.com,569.89,15,3.67
455,Grier,Grier.70@yopmail.com,392.15,70,3.76
456,Marcelline,Marcelline.170@yopmail.com,845.98,170,1.6
457,Nadine,Nadine.61@yopmail.com,346.82,61,2.49
458,Valeda,Valeda.140@yopmail.com,862.74,140,5.96
459,Karlee,Karlee.68@yopmail.com,211.51,68,2.97
460,Raquela,Raquela.83@yopmail.com,349.42,83,5.7
461,Giustina,Giustina.17@yopmail.com,472.73,17,3.54
462,Mellicent,Mellicent.172@yopmail.com,662.64,172,4.99
463,Angelique,Angelique.166@yopmail.com,484.41,166,2.96
464,Betta,Betta.96@yopmail.com,926.54,96,3.29
465,Selia,Selia.31@yopmail.com,715.69,31,4.55
466,Alie,Alie.70@yopmail.com,893.85,70,4.27
467,Luci,Luci.152@yopmail.com,538.99,152,1.62
468,Perry,Perry.@yopmail.com,591.77,0,5.52
469,Annaliese,Annaliese.197@yopmail.com,169.73,197,2.24
470,Lanna,Lanna.178@yopmail.com,42.45,178,2.3
471,Pollyanna,Pollyanna.177@yopmail.com,3.08,177,3.48
472,Kary,Kary.130@yopmail.com,743.61,130,3.28
473,Angela,Angela.157@yopmail.com,81.78,157,2.14
474,Aili,Aili.143@yopmail.com,665.99,143,5.84
475,Nikki,Nikki.3@yopmail.com,363.6,3,4.82
476,Kassey,Kassey.164@yopmail.com,199.25,164,4.51
477,Madelle,Madelle.52@yopmail.com,232.98,52,5.49
478,Cacilie,Cacilie.152@yopmail.com,497.32,152,5.63
479,Cassondra,Cassondra.195@yopmail.com,443.47,195,1.16
480,Gwenneth,Gwenneth.186@yopmail.com,588.7,186,3.13
481,Winny,Winny.200@yopmail.com,155.72,200,5.13
482,Fanny,Fanny.102@yopmail.com,36.19,102,3.3
483,Norine,Norine.131@yopmail.com,436.84,131,2.03
484,Brena,Brena.14@yopmail.com,667.51,14,1.79
485,Harrietta,Harrietta.73@yopmail.com,388.74,73,5.94
486,Modestia,Modestia.104@yopmail.com,931.73,104,4.52
487,Nananne,Nananne.75@yopmail.com,324.19,75,4.91
488,Donetta,Donetta.199@yopmail.com,715.01,199,3.38
489,Jacenta,Jacenta.71@yopmail.com,367.88,71,4.7
490,Cherilyn,Cherilyn.29@yopmail.com,923.18,29,5.63
491,Lucy,Lucy.99@yopmail.com,657.79,99,4.4
492,Marylou,Marylou.110@yopmail.com,95.05,110,2.9
493,Meriel,Meriel.79@yopmail.com,90.48,79,1.86
494,Clarice,Clarice.38@yopmail.com,171.37,38,1.45
495,Alleen,Alleen.197@yopmail.com,676.37,197,3.57
496,Kalina,Kalina.14@yopmail.com,472.79,14,3.15
497,Orelia,Orelia.200@yopmail.com,68.16,200,4.21
498,Helsa,Helsa.11@yopmail.com,120.82,11,2.47
499,Aimil,Aimil.42@yopmail.com,546.47,42,1.59
500,Charlena,Charlena.1@yopmail.com,128.81,1,4.97
501,Emilia,Emilia.84@yopmail.com,562.64,84,2.64
502,Mellicent,Mellicent.66@yopmail.com,860.72,66,5.72
503,Cathyleen,Cathyleen.47@yopmail.com,936.05,47,4.09
504,Joane,Joane.126@yopmail.com,387.23,126,3.4
505,Ellette,Ellette.15@yopmail.com,911.17,15,3.4
506,Florie,Florie.154@yopmail.com,805.74,154,3.89
507,Joane,Joane.141@yopmail.com,510.87,141,3.18
508,Cassandra,Cassandra.106@yopmail.com,693.5,106,2.38
509,Shaylyn,Shaylyn.129@yopmail.com,762.81,129,2.12
510,Margalo,Margalo.65@yopmail.com,966.32,65,5.31
511,Suzette,Suzette.77@yopmail.com,461.91,77,2.22
512,Theodora,Theodora.2@yopmail.com,243.16,2,3.29
513,Lizzie,Lizzie.159@yopmail.com,192.38,159,1.15
514,Devina,Devina.117@yopmail.com,996.88,117,1.83
515,Maye,Maye.123@yopmail.com,105.38,123,5.35
516,Dominga,Dominga.110@yopmail.com,691.21,110,5
517,Jobi,Jobi.169@yopmail.com,976.12,169,4.71
518,Yolane,Yolane.156@yopmail.com,20.13,156,2.8
519,Jere,Jere.149@yopmail.com,713.56,149,2.14
520,Nikki,Nikki.110@yopmail.com,251.77,110,3.17
521,Christal,Christal.148@yopmail.com,225.22,148,1.57
522,Mamie,Mamie.46@yopmail.com,378.73,46,2.46
523,Hyacinthe,Hyacinthe.70@yopmail.com,977.25,70,4.02
524,Jorry,Jorry.140@yopmail.com,33.35,140,1.11
525,Mara,Mara.101@yopmail.com,31.85,101,2.73
526,Monika,Monika.40@yopmail.com,257.42,40,5.5
527,Ebonee,Ebonee.71@yopmail.com,660.35,71,3.59
528,Phylis,Phylis.65@yopmail.com,956.18,65,5.87
529,Tomasina,Tomasina.89@yopmail.com,543.89,89,4.02
530,Tori,Tori.16@yopmail.com,75.17,16,5.72
531,Frances,Frances.117@yopmail.com,308.82,117,2.12
532,Oralee,Oralee.24@yopmail.com,183.21,24,1.36
533,Celene,Celene.184@yopmail.com,247.5,184,5.74
534,Kenna,Kenna.157@yopmail.com,478.56,157,4.15
535,Gilda,Gilda.18@yopmail.com,743.57,18,1.93
536,Wynne,Wynne.67@yopmail.com,695.83,67,3.96
537,Theodora,Theodora.146@yopmail.com,867.42,146,3.5
538,Gui,Gui.54@yopmail.com,56.2,54,3.82
539,Jessamyn,Jessamyn.72@yopmail.com,338.72,72,4.89
540,Karolina,Karolina.22@yopmail.com,654.66,22,5.45
541,Kaia,Kaia.193@yopmail.com,288.89,193,2.93
542,Lorne,Lorne.102@yopmail.com,840.69,102,3.98
543,Merrie,Merrie.75@yopmail.com,775.99,75,3.96
544,Vonny,Vonny.31@yopmail.com,273.25,31,1.96
545,Annecorinne,Annecorinne.68@yopmail.com,9.28,68,1.22
546,Rosaline,Rosaline.67@yopmail.com,797,67,5.44
547,Annabela,Annabela.9@yopmail.com,914.42,9,4.58
548,Ebonee,Ebonee.139@yopmail.com,916.17,139,4.55
549,Monika,Monika.57@yopmail.com,446.45,57,4.69
550,Gerianna,Gerianna.126@yopmail.com,745.62,126,4.91
551,Misha,Misha.175@yopmail.com,964.79,175,2.96
552,Tersina,Tersina.131@yopmail.com,847.14,131,3.93
553,Reeba,Reeba.82@yopmail.com,393.83,82,5.58
554,Elfreda,Elfreda.70@yopmail.com,524.81,70,5.42
555,Gretal,Gretal.62@yopmail.com,929.09,62,1.85
556,Georgetta,Georgetta.169@yopmail.com,526.76,169,2.64
557,Karena,Karena.101@yopmail.com,245.45,101,1.97
558,Annaliese,Annaliese.113@yopmail.com,273.06,113,2.06
559,Tabbatha,Tabbatha.30@yopmail.com,684.46,30,2.73
560,Vivia,Vivia.26@yopmail.com,887.88,26,4.31
561,Max,Max.7@yopmail.com,987.71,7,5.94
562,Ninnetta,Ninnetta.33@yopmail.com,713.49,33,5.8
563,Kaja,Kaja.79@yopmail.com,156.19,79,4.24
564,Latisha,Latisha.29@yopmail.com,853.59,29,3.75
565,Ursulina,Ursulina.101@yopmail.com,99.53,101,5.6
566,Orelia,Orelia.127@yopmail.com,530.63,127,2.52
567,Starla,Starla.99@yopmail.com,272.52,99,4.04
568,Judy,Judy.15@yopmail.com,854.63,15,4.3
569,Aurelie,Aurelie.44@yopmail.com,531.28,44,1.2
570,Sibella,Sibella.71@yopmail.com,605.78,71,1.35
571,Dorene,Dorene.79@yopmail.com,341.92,79,2.68
572,Yvonne,Yvonne.29@yopmail.com,446.74,29,3.56
573,Dorene,Dorene.62@yopmail.com,958.61,62,3.7
574,Nickie,Nickie.41@yopmail.com,177.64,41,1.1
575,Albertina,Albertina.9@yopmail.com,54.36,9,5.67
576,Tina,Tina.53@yopmail.com,920.4,53,5.94
577,Sadie,Sadie.158@yopmail.com,450.84,158,1.73
578,Edee,Edee.21@yopmail.com,869.23,21,3.69
579,Agnese,Agnese.73@yopmail.com,560.18,73,4.12
580,Kara-Lynn,Kara-Lynn.152@yopmail.com,365.34,152,4.67
581,Mallory,Mallory.61@yopmail.com,15.97,61,2.63
582,Ernesta,Ernesta.100@yopmail.com,5.19,100,4.56
583,Natka,Natka.30@yopmail.com,227.4,30,3.98
584,Georgetta,Georgetta.26@yopmail.com,622.07,26,4.5
585,Arabel,Arabel.102@yopmail.com,971.13,102,5.74
586,Cherilyn,Cherilyn.173@yopmail.com,606.14,173,2.22
587,Therine,Therine.182@yopmail.com,554.88,182,1.43
588,Aeriela,Aeriela.38@yopmail.com,50.67,38,2
589,Dawn,Dawn.147@yopmail.com,132.64,147,2.09
590,Roseline,Roseline.112@yopmail.com,62.67,112,1.99
591,Kristina,Kristina.89@yopmail.com,669.04,89,2.57
592,Dianemarie,Dianemarie.51@yopmail.com,490.8,51,4.87
593,Helena,Helena.100@yopmail.com,630.16,100,4.6
594,Vita,Vita.121@yopmail.com,382.25,121,4.07
595,Shel,Shel.132@yopmail.com,311.04,132,2.61
596,Heddie,Heddie.168@yopmail.com,319.87,168,5.12
597,Beth,Beth.131@yopmail.com,520.93,131,2.37
598,Charlena,Charlena.193@yopmail.com,842.75,193,3.34
599,Cam,Cam.130@yopmail.com,601.9,130,5.72
600,Maye,Maye.65@yopmail.com,899.81,65,5.92
601,Nadine,Nadine.122@yopmail.com,164.28,122,5.25
602,Amelia,Amelia.59@yopmail.com,5.56,59,1.52
603,Doro,Doro.156@yopmail.com,559.92,156,2.61
604,Teriann,Teriann.124@yopmail.com,985.24,124,4.98
605,Jolyn,Jolyn.69@yopmail.com,36.09,69,4.51
606,Lynea,Lynea.154@yopmail.com,979.77,154,1.77
607,Mariele,Mariele.88@yopmail.com,901.38,88,5.69
608,Dorthy,Dorthy.186@yopmail.com,776.93,186,5.48
609,Pamella,Pamella.28@yopmail.com,63.5,28,2.36
610,Elsie,Elsie.154@yopmail.com,899.08,154,4.08
611,Beatriz,Beatriz.51@yopmail.com,390.77,51,2.19
612,Ayn,Ayn.166@yopmail.com,600.29,166,5.25
613,Linet,Linet.96@yopmail.com,443.66,96,5.89
614,Joy,Joy.29@yopmail.com,171.41,29,4.22
615,Zsa Zsa,Zsa Zsa.72@yopmail.com,142.31,72,3.78
616,Glenda,Glenda.123@yopmail.com,61.07,123,5.83
617,Mara,Mara.125@yopmail.com,290.25,125,4.71
618,Lanae,Lanae.88@yopmail.com,53.42,88,5.29
619,Nita,Nita.141@yopmail.com,153.55,141,2
620,Rochette,Rochette.152@yopmail.com,873.22,152,4.15
621,Antonietta,Antonietta.2@yopmail.com,13.91,2,5.25
622,Sashenka,Sashenka.118@yopmail.com,1.01,118,3.76
623,Etta,Etta.88@yopmail.com,741.39,88,3.73
624,Dorothy,Dorothy.151@yopmail.com,742.85,151,4.96
625,Meghann,Meghann.16@yopmail.com,771.26,16,2.63
626,Annora,Annora.164@yopmail.com,592.77,164,4.06
627,Veda,Veda.52@yopmail.com,7.13,52,5.27
628,Inga,Inga.38@yopmail.com,344.35,38,5.49
629,Addia,Addia.19@yopmail.com,813.46,19,1.16
630,Agnese,Agnese.67@yopmail.com,519.07,67,5.6
631,Calla,Calla.84@yopmail.com,255.41,84,5.77
632,Kayla,Kayla.82@yopmail.com,568.61,82,3.28
633,Peri,Peri.27@yopmail.com,371.98,27,2.09
634,Rozele,Rozele.123@yopmail.com,312.13,123,3.12
635,Blondelle,Blondelle.122@yopmail.com,693.33,122,4.06
636,Beatriz,Beatriz.24@yopmail.com,25,24,3.59
637,Zsa Zsa,Zsa Zsa.96@yopmail.com,583.3,96,4.59
638,Cacilie,Cacilie.125@yopmail.com,28.36,125,2.11
639,Iseabal,Iseabal.25@yopmail.com,559.24,25,1.55
640,Karly,Karly.19@yopmail.com,836.52,19,2
641,Tori,Tori.54@yopmail.com,606.46,54,5.57
642,Abbie,Abbie.111@yopmail.com,822.64,111,4.92
643,Viviene,Viviene.145@yopmail.com,254.44,145,3.76
644,Leia,Leia.78@yopmail.com,809.59,78,3.08
645,Rubie,Rubie.136@yopmail.com,322.12,136,4.11
646,Nelle,Nelle.77@yopmail.com,82.68,77,1.67
647,Teddie,Teddie.97@yopmail.com,571.03,97,2.27
648,Andeee,Andeee.64@yopmail.com,666.9,64,2.05
649,Miquela,Miquela.82@yopmail.com,780.09,82,5.69
650,Verla,Verla.135@yopmail.com,650.02,135,4.53
651,Paule,Paule.197@yopmail.com,366.75,197,3.07
652,Di,Di.66@yopmail.com,491.03,66,3.56
653,Shauna,Shauna.188@yopmail.com,112.37,188,3.14
654,Gianina,Gianina.156@yopmail.com,170.76,156,4.59
655,Theodora,Theodora.96@yopmail.com,958.53,96,4.98
656,Lanae,Lanae.84@yopmail.com,817.84,84,2.95
657,Emelina,Emelina.79@yopmail.com,76.93,79,5.69
658,Lacie,Lacie.107@yopmail.com,372.88,107,1.3
659,Barbara,Barbara.136@yopmail.com,622.99,136,1.77
660,Stevana,Stevana.172@yopmail.com,7.34,172,5.6
661,Kamilah,Kamilah.64@yopmail.com,166.22,64,5.96
662,Debee,Debee.193@yopmail.com,77.49,193,4.02
663,Betta,Betta.172@yopmail.com,104.39,172,5.99
664,Roslyn,Roslyn.102@yopmail.com,982.29,102,3.95
665,Gale,Gale.146@yopmail.com,533.83,146,4.85
666,Alyssa,Alyssa.135@yopmail.com,614.83,135,1.93
667,Karlee,Karlee.148@yopmail.com,78.72,148,5.98
668,Brynna,Brynna.158@yopmail.com,313.14,158,1.04
669,Codie,Codie.160@yopmail.com,985.74,160,3.32
670,Carree,Carree.135@yopmail.com,388.09,135,4.83
671,Arabel,Arabel.64@yopmail.com,63.68,64,4.94
672,Gerianna,Gerianna.68@yopmail.com,860.09,68,5.32
673,Johna,Johna.47@yopmail.com,242.25,47,3.07
674,Leia,Leia.18@yopmail.com,956.26,18,5.01
675,Dennie,Dennie.6@yopmail.com,744.94,6,1.08
676,Candy,Candy.135@yopmail.com,366.1,135,4.63
677,Shirlee,Shirlee.106@yopmail.com,670.66,106,1.01
678,Desirae,Desirae.157@yopmail.com,49.79,157,2.3
679,Nelle,Nelle.161@yopmail.com,687.28,161,4.5
680,Melina,Melina.127@yopmail.com,808.95,127,5.85
681,Dulce,Dulce.13@yopmail.com,149.62,13,4.84
682,Hildegaard,Hildegaard.106@yopmail.com,893.57,106,4.15
683,Kaja,Kaja.130@yopmail.com,877.11,130,4.59
684,Philis,Philis.83@yopmail.com,214.4,83,4.6
685,Mildrid,Mildrid.60@yopmail.com,424.22,60,1.75
686,Brietta,Brietta.69@yopmail.com,66.65,69,2.33
687,June,June.118@yopmail.com,98.92,118,1.88
688,Lanae,Lanae.46@yopmail.com,629.79,46,3.71
689,Suzette,Suzette.199@yopmail.com,533.8,199,1.7
690,Clary,Clary.21@yopmail.com,759.46,21,5.55
691,Nataline,Nataline.137@yopmail.com,333.24,137,5.76
692,June,June.182@yopmail.com,220.35,182,2.97
693,Lucille,Lucille.131@yopmail.com,364.08,131,1.85
694,Oona,Oona.109@yopmail.com,247.73,109,3.49
695,Tersina,Tersina.169@yopmail.com,644.35,169,5.9
696,Blake,Blake.61@yopmail.com,647.87,61,3.88
697,Dorice,Dorice.192@yopmail.com,366.55,192,4.2
698,Petronia,Petronia.128@yopmail.com,363.55,128,5.47
699,Sindee,Sindee.48@yopmail.com,853.63,48,5.46
700,Catrina,Catrina.178@yopmail.com,86.85,178,5.27
701,Dolli,Dolli.18@yopmail.com,489.97,18,5.89
702,Riannon,Riannon.147@yopmail.com,331.64,147,5.5
703,Belva,Belva.30@yopmail.com,795.61,30,4.04
704,Deane,Deane.188@yopmail.com,863.96,188,1.93
705,Henriette,Henriette.161@yopmail.com,949.07,161,4.72
706,Kamilah,Kamilah.6@yopmail.com,180.93,6,2.68
707,Ernesta,Ernesta.169@yopmail.com,33.19,169,1.87
708,Basia,Basia.19@yopmail.com,560.71,19,4.24
709,Minne,Minne.34@yopmail.com,964.76,34,5.55
710,Priscilla,Priscilla.9@yopmail.com,304.39,9,3.99
711,Emilia,Emilia.156@yopmail.com,372.37,156,5.57
712,Jordan,Jordan.25@yopmail.com,644.1,25,5.9
713,Joceline,Joceline.99@yopmail.com,194.94,99,4.39
714,Clementine,Clementine.105@yopmail.com,128.56,105,4.09
715,Johna,Johna.69@yopmail.com,135.67,69,4.09
716,Nariko,Nariko.25@yopmail.com,569.1,25,3.43
717,Leona,Leona.68@yopmail.com,101.39,68,1.47
718,Marinna,Marinna.131@yopmail.com,454.5,131,4.03
719,Ofilia,Ofilia.71@yopmail.com,972.3,71,5.68
720,Cyb,Cyb.199@yopmail.com,309.21,199,5.3
721,Yetty,Yetty.33@yopmail.com,244.58,33,4.55
722,Henriette,Henriette.178@yopmail.com,390.17,178,3.53
723,Pollyanna,Pollyanna.50@yopmail.com,93.28,50,4.5
724,Odessa,Odessa.59@yopmail.com,318.75,59,2.38
725,Cyb,Cyb.123@yopmail.com,795.64,123,5.51
726,Bee,Bee.166@yopmail.com,223.96,166,2.16
727,Ana,Ana.118@yopmail.com,308.42,118,2.22
728,Kimberley,Kimberley.73@yopmail.com,454.72,73,4.9
729,Angelique,Angelique.171@yopmail.com,847.34,171,2.73
730,Carilyn,Carilyn.164@yopmail.com,549.09,164,1.21
731,Ottilie,Ottilie.195@yopmail.com,245.54,195,3.58
732,Wilma,Wilma.196@yopmail.com,965.26,196,1.82
733,Goldie,Goldie.141@yopmail.com,162.41,141,4.71
734,Tonia,Tonia.11@yopmail.com,714.31,11,5.49
735,Lexine,Lexine.51@yopmail.com,386.08,51,2.07
736,Marcelline,Marcelline.155@yopmail.com,570.36,155,5.72
737,Daryl,Daryl.101@yopmail.com,120.27,101,3.52
738,Nataline,Nataline.121@yopmail.com,153.94,121,1.68
739,Jeanna,Jeanna.44@yopmail.com,908.99,44,4.79
740,Shaylyn,Shaylyn.47@yopmail.com,599.11,47,1.01
741,Ronna,Ronna.56@yopmail.com,271.11,56,1.29
742,Aimil,Aimil.139@yopmail.com,997.04,139,5.22
743,Carol-Jean,Carol-Jean.49@yopmail.com,200.33,49,2.74
744,Helena,Helena.125@yopmail.com,147.33,125,5.63
745,Liana,Liana.146@yopmail.com,954.34,146,5.73
746,Claresta,Claresta.159@yopmail.com,30.67,159,5.14
747,Eve,Eve.168@yopmail.com,991.75,168,3.91
748,Sadie,Sadie.165@yopmail.com,166.69,165,2.17
749,Jsandye,Jsandye.21@yopmail.com,129.63,21,1.01
750,Lynde,Lynde.149@yopmail.com,576.79,149,4.27
751,Charlena,Charlena.182@yopmail.com,855.19,182,4.26
752,Annabela,Annabela.134@yopmail.com,879.22,134,2.74
753,Marinna,Marinna.106@yopmail.com,21.76,106,4.14
754,Tabbatha,Tabbatha.92@yopmail.com,549.64,92,1.67
755,Kathi,Kathi.52@yopmail.com,197.46,52,2.22
756,Demetris,Demetris.75@yopmail.com,821.43,75,2.57
757,Caressa,Caressa.196@yopmail.com,503.93,196,4.62
758,Consuela,Consuela.142@yopmail.com,805.05,142,3.49
759,Angelique,Angelique.11@yopmail.com,992.17,11,4.32
760,Annaliese,Annaliese.45@yopmail.com,493.64,45,4.37
761,Janey,Janey.189@yopmail.com,762.8,189,1.55
762,Deirdre,Deirdre.64@yopmail.com,658.43,64,1.74
763,Margalo,Margalo.31@yopmail.com,895.85,31,4.11
764,Nonnah,Nonnah.101@yopmail.com,598.85,101,1.87
765,Phedra,Phedra.71@yopmail.com,579.49,71,2.42
766,Marline,Marline.23@yopmail.com,455.44,23,2.32
767,Ethel,Ethel.171@yopmail.com,307.2,171,5.34
768,Jere,Jere.154@yopmail.com,37.24,154,5.97
769,Nariko,Nariko.197@yopmail.com,355.24,197,4.76
770,Leona,Leona.131@yopmail.com,261.18,131,1.14
771,Beth,Beth.180@yopmail.com,670.19,180,2.1
772,Roslyn,Roslyn.145@yopmail.com,892.86,145,2.6
773,June,June.104@yopmail.com,777.34,104,1.48
774,Jean,Jean.196@yopmail.com,42.56,196,3.07
775,Katuscha,Katuscha.96@yopmail.com,585.68,96,3.2
776,Melisent,Melisent.89@yopmail.com,484.74,89,2.35
777,Codie,Codie.190@yopmail.com,734.91,190,1.97
778,Desirae,Desirae.70@yopmail.com,367.18,70,3.68
779,Therine,Therine.19@yopmail.com,318.62,19,3.35
780,Aubrie,Aubrie.90@yopmail.com,152.47,90,2.81
781,Merry,Merry.11@yopmail.com,620.16,11,5.18
782,Celestyna,Celestyna.87@yopmail.com,583.24,87,1.45
783,Dorice,Dorice.150@yopmail.com,507.69,150,2.89
784,Dorice,Dorice.177@yopmail.com,343.16,177,2.85
785,Hollie,Hollie.170@yopmail.com,493.05,170,1.38
786,Glenda,Glenda.35@yopmail.com,341.94,35,4.07
787,Ulrike,Ulrike.198@yopmail.com,645.23,198,5.1
788,Julieta,Julieta.105@yopmail.com,972.04,105,3.12
789,Elbertina,Elbertina.168@yopmail.com,557.26,168,5.88
790,Kary,Kary.3@yopmail.com,983.39,3,4.27
791,Concettina,Concettina.39@yopmail.com,480.01,39,4.87
792,Iseabal,Iseabal.105@yopmail.com,731.95,105,3.26
793,Dacia,Dacia.193@yopmail.com,728.46,193,3.41
794,Asia,Asia.110@yopmail.com,715.09,110,2.56
795,Ekaterina,Ekaterina.51@yopmail.com,486.43,51,4.39
796,Lorenza,Lorenza.195@yopmail.com,842.11,195,2.39
797,Cissiee,Cissiee.51@yopmail.com,600.87,51,3.14
798,Rivalee,Rivalee.52@yopmail.com,891.66,52,5.21
799,Jennica,Jennica.7@yopmail.com,740.19,7,5.08
800,Florencia,Florencia.11@yopmail.com,126.62,11,1.64
801,Flo,Flo.89@yopmail.com,416.67,89,2.65
802,Nerta,Nerta.69@yopmail.com,205.7,69,4.78
803,Blinni,Blinni.61@yopmail.com,335.37,61,2.27
804,Ernesta,Ernesta.139@yopmail.com,996.75,139,3.62
805,Shel,Shel.168@yopmail.com,940.21,168,2.14
806,Marnia,Marnia.136@yopmail.com,269.83,136,1.45
807,Raina,Raina.179@yopmail.com,502.19,179,1.61
808,Sam,Sam.33@yopmail.com,93.75,33,4.81
809,Dania,Dania.141@yopmail.com,270.06,141,4.4
810,Bobbi,Bobbi.54@yopmail.com,40.94,54,1.94
811,Kial,Kial.79@yopmail.com,478.87,79,5.52
812,Imojean,Imojean.170@yopmail.com,269.39,170,5.59
813,Coral,Coral.101@yopmail.com,952.71,101,3.72
814,Ardenia,Ardenia.142@yopmail.com,596.58,142,5.32
815,Collen,Collen.109@yopmail.com,555.02,109,2.76
816,Bertine,Bertine.48@yopmail.com,271.77,48,2.25
817,Corly,Corly.137@yopmail.com,922.55,137,5.59
818,Pearline,Pearline.24@yopmail.com,542.37,24,1.55
819,Sean,Sean.9@yopmail.com,730.62,9,4.03
820,Basia,Basia.99@yopmail.com,565.53,99,4.82
821,Nonnah,Nonnah.57@yopmail.com,584.42,57,2.87
822,Fawne,Fawne.127@yopmail.com,735.55,127,5.78
823,Bertine,Bertine.58@yopmail.com,294.54,58,1.02
824,Gratia,Gratia.187@yopmail.com,275.47,187,3.49
825,Lynnea,Lynnea.78@yopmail.com,174.72,78,2.95
826,Charlena,Charlena.27@yopmail.com,228.76,27,5.6
827,Robbi,Robbi.24@yopmail.com,897.96,24,3.84
828,Brana,Brana.109@yopmail.com,430.28,109,1.08
829,Demetris,Demetris.182@yopmail.com,874.8,182,1.58
830,Alexine,Alexine.86@yopmail.com,100.6,86,1.33
831,Siana,Siana.61@yopmail.com,385.13,61,5.54
832,Randa,Randa.62@yopmail.com,356.61,62,4.74
833,Tatiania,Tatiania.189@yopmail.com,611.38,189,5.01
834,Jennica,Jennica.138@yopmail.com,221.83,138,4.94
835,Danny,Danny.164@yopmail.com,765.07,164,1.87
836,Maisey,Maisey.75@yopmail.com,555.22,75,3.36
837,Ana,Ana.4@yopmail.com,764.17,4,2.93
838,Rhea,Rhea.147@yopmail.com,676.07,147,2.86
839,Cristabel,Cristabel.158@yopmail.com,593.96,158,1.9
840,Marcy,Marcy.34@yopmail.com,334.88,34,1.97
841,Susan,Susan.34@yopmail.com,277.26,34,4.37
842,Susan,Susan.192@yopmail.com,137.89,192,2.41
843,Melisent,Melisent.95@yopmail.com,768.17,95,2.72
844,Evita,Evita.8@yopmail.com,72.34,8,3.96
845,Raina,Raina.173@yopmail.com,91.72,173,4.55
846,Karly,Karly.170@yopmail.com,783.7,170,1.78
847,Carly,Carly.31@yopmail.com,812.59,31,5.6
848,Veda,Veda.194@yopmail.com,359.54,194,1.45
849,Clary,Clary.155@yopmail.com,266.57,155,5.11
850,Theodora,Theodora.57@yopmail.com,543.41,57,1.65
851,Aigneis,Aigneis.187@yopmail.com,804.83,187,5.7
852,Clementine,Clementine.96@yopmail.com,53.95,96,5.83
853,Riannon,Riannon.103@yopmail.com,860.55,103,4.29
854,Chastity,Chastity.41@yopmail.com,664.33,41,3.47
855,Leeanne,Leeanne.45@yopmail.com,46.76,45,5.96
856,Wynne,Wynne.128@yopmail.com,164.01,128,3.78
857,Adelle,Adelle.199@yopmail.com,479.68,199,5.93
858,Elena,Elena.186@yopmail.com,331.36,186,1.72
859,Berta,Berta.198@yopmail.com,10.7,198,1.17
860,Patricia,Patricia.17@yopmail.com,141.13,17,3.98
861,Jenilee,Jenilee.15@yopmail.com,519.21,15,4.96
862,Trixi,Trixi.66@yopmail.com,963.27,66,5.25
863,Oona,Oona.1@yopmail.com,635.88,1,2.64
864,Elie,Elie.148@yopmail.com,889.14,148,1.35
865,Barbara,Barbara.77@yopmail.com,518.94,77,5.04
866,Luci,Luci.156@yopmail.com,344.99,156,3.16
867,Sidoney,Sidoney.118@yopmail.com,162.73,118,5.31
868,Neila,Neila.195@yopmail.com,361.82,195,5.23
869,Leanna,Leanna.188@yopmail.com,857.21,188,4.5
870,Alexine,Alexine.9@yopmail.com,410.02,9,5.43
871,Beverley,Beverley.98@yopmail.com,362.23,98,2.51
872,Penelopa,Penelopa.198@yopmail.com,926.35,198,4.22
873,Carlie,Carlie.76@yopmail.com,776.33,76,4.47
874,Eolanda,Eolanda.130@yopmail.com,48.83,130,1.36
875,Shell,Shell.21@yopmail.com,975.42,21,1.29
876,Emma,Emma.127@yopmail.com,95.7,127,4.81
877,Shell,Shell.114@yopmail.com,651.5,114,5.29
878,Renae,Renae.148@yopmail.com,494.08,148,3.61
879,Concettina,Concettina.141@yopmail.com,559.63,141,5.67
880,Alejandra,Alejandra.119@yopmail.com,135.73,119,5.78
881,Ardenia,Ardenia.48@yopmail.com,912.29,48,3.34
882,Margette,Margette.42@yopmail.com,843.51,42,3.39
883,Blinni,Blinni.199@yopmail.com,889.85,199,5.74
884,Concettina,Concettina.168@yopmail.com,576.62,168,1.44
885,Carlie,Carlie.36@yopmail.com,54.46,36,4.79
886,Celestyna,Celestyna.60@yopmail.com,603.31,60,5.94
887,Magdalena,Magdalena.51@yopmail.com,914.74,51,5
888,Janeczka,Janeczka.184@yopmail.com,7.75,184,4.04
889,Brooks,Brooks.60@yopmail.com,693.44,60,3.87
890,Ira,Ira.135@yopmail.com,373.82,135,3.41
891,Christal,Christal.105@yopmail.com,342.75,105,4.59
892,Gilligan,Gilligan.163@yopmail.com,985.9,163,1.27
893,Nessie,Nessie.170@yopmail.com,323.45,170,2.12
894,Rhea,Rhea.144@yopmail.com,853.76,144,5.53
895,Etta,Etta.26@yopmail.com,331.64,26,2.72
896,Jsandye,Jsandye.120@yopmail.com,542.68,120,5.67
897,Goldie,Goldie.161@yopmail.com,373.27,161,1.52
898,Merrie,Merrie.103@yopmail.com,111.67,103,1.04
899,Asia,Asia.82@yopmail.com,431.65,82,4.75
900,Blinni,Blinni.123@yopmail.com,529.33,123,3.86
901,Rozele,Rozele.151@yopmail.com,247.2,151,2.45
902,Riannon,Riannon.67@yopmail.com,941.22,67,3.22
903,Kimberley,Kimberley.30@yopmail.com,281.27,30,2.51
